,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider County Name,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Number of Penalties,Avg Hospital Stay,Treatment cost (in thousands $),Hospital readmission rates(in %),Patient wait time (mins),Patient satisfaction rate(out of 10),Patient safety(out of 10),ER wait time,Primary Care Provider(PCP)
2031,675454,WEST OAKS NURSING & REHAB CENTER,3625 GREEN CREST,HOUSTON,TX,77082,2815581166,Harris,136,109.4,Medicare and Medicaid,1,1,4,2,3.04405,0.05217,154,1,20,1,1,2,10,42,75,5,5,4,No
2032,525476,LUTHER HOME,831 PINE BEACH RD,MARINETTE,WI,54143,7157320155,Marinette,111,96.1,Medicare and Medicaid,2,1,3,4,3.86956,0.03607,84.667,2,8,0,0,7,18,34,55,7,5,3,FP
2033,395756,JUNIPER VILLAGE AT BROOKLINE-REHABILITATION AND SK,1950 CLIFFSIDE DRIVE,STATE COLLEGE,PA,16801,8142383139,Centre,116,70.1,Medicare,4,2,5,4,3.67987,0.07899,72,0,0,0,0,8,26,54,15,5,5,5,GIM
2034,365047,FIRST COMMUNITY VILLAGE HEALTHCARE CTR,1800 RIVERSIDE DRIVE,COLUMBUS,OH,43212,6144869511,Franklin,138,55.6,Medicare and Medicaid,4,2,5,4,4.3434,0.06075,58,0,2,0,0,6,23,54,45,4,5,5,PD
2035,345388,HUNTER WOODS NURSING AND REHAB,620 TOM HUNTER ROAD,CHARLOTTE,NC,28213,7045985136,Mecklenburg,120,101.9,Medicare and Medicaid,1,2,3,1,3.21679,0.02933,40,0,6,1,1,7,22,31,25,8,5,3,FP
2036,425296,PRUITTHEALTH- NORTH AUGUSTA,1200 TALISMAN DRIVE,NORTH AUGUSTA,SC,29841,8032782170,Aiken,132,113,Medicare and Medicaid,2,2,2,3,4.41655,0.04321,52.667,3,2,2,2,8,24,86,25,9,5,2,PD
2037,345146,BETHANY WOODS NURSING AND REHABILITATION CENTER,33426 OLD SALISBURY ROAD BOX 1250,ALBEMARLE,NC,28002,7049831195,Stanly,180,141.9,Medicare and Medicaid,1,1,3,3,3.14393,0.03427,111.667,0,9,0,0,7,11,33,25,4,5,3,FP
2038,525684,THREE OAKS HEALTH SERVICES,209 WILDERNESS VIEW DRIVE,MARSHFIELD,WI,54449,7153896000,Marathon,110,83.7,Medicare and Medicaid,2,1,3,4,3.74626,0.04556,123.5,1,6,0,0,7,17,34,55,8,5,3,FP
2039,315166,MASONIC VILLAGE AT BURLINGTON,902 JACKSONVILLE ROAD,BURLINGTON,NJ,8016,6092393900,Burlington,264,130.5,Medicare and Medicaid,4,2,5,5,5.26737,0.08704,24,0,6,0,0,6,22,55,85,6,5,5,No
2040,365393,JACKSON HEALTHCARE,8668 STATE ROUTE 93,JACKSON,OH,45640,7402865026,Jackson,82,68.1,Medicare and Medicaid,2,2,2,2,3.12816,0.0298,50.667,0,3,0,0,7,21,22,45,9,5,2,No
2041,365978,SCARLET OAKS NURSING AND REHABILITATION CENTER,440 LAFAYETTE AVENUE,CINCINNATI,OH,45220,5138610400,Hamilton,70,64.6,Medicare and Medicaid,2,2,3,2,3.95843,0.07667,63.333,0,7,0,0,5,29,32,45,7,5,3,FP
2042,315056,NEPTUNE GARDENS NURSING AND REHAB LLC,101 WALNUT ST,NEPTUNE,NJ,7753,7327743550,Monmouth,105,82.9,Medicare and Medicaid,2,1,5,2,3.40567,0.12049,,0,3,0,0,7,14,52,75,5,5,5,FP
2043,315497,ALLENDALE NURSING HOME,85 HARRETON ROAD,ALLENDALE,NJ,7401,2018250660,Bergen,120,72.9,Medicare and Medicaid,3,2,4,5,4.78902,0.03497,25.333,0,2,0,0,2,27,45,75,9,,4,GER
2044,415076,JOHN CLARKE RETIREMENT CENTER THE,600 VALLEY ROAD,MIDDLETOWN,RI,2842,4018460743,Newport,60,56,Medicare and Medicaid,5,5,5,4,3.33712,0.08187,0,0,0,0,0,4,53,46,25,7,5,5,PD
2045,325068,BELEN MEADOWS HEALTHCARE AND REHABILITATION CENTER,1831 CAMINO DEL LLANO,BELEN,NM,87002,5058641600,Valencia,120,100.8,Medicare and Medicaid,4,4,2,4,3.47688,0.04847,64.667,1,1,1,1,5,44,24,85,6,,2,PD
2046,495252,BATTLEFIELD PARK HEALTHCARE CENTER,250 FLANK ROAD,PETERSBURG,VA,23805,8048612223,Petersburg City,120,111.6,Medicare and Medicaid,1,1,3,2,3.45147,0.03585,356,0,18,1,1,8,14,32,25,5,5,3,No
2047,365358,OHIO LIVING MOUNT PLEASANT,225 BRITTON LANE,MONROE,OH,45050,5135397391,Butler,102,93.6,Medicare and Medicaid,5,5,5,5,4.45211,0.11776,6,0,1,0,0,5,54,55,45,5,5,5,FP
2048,115099,HABERSHAM HOME,"HIGHWAY 441 NORTH, BOX 37",DEMOREST,GA,30535,7067543113,Habersham,84,77.5,Medicare and Medicaid,2,2,3,2,3.26386,0,40,0,3,0,0,7,3,32,35,9,5,3,PD
2049,505232,WOODLAND CONVALESCENT CENTER,310 FOURTH STREET,WOODLAND,WA,98674,3602259443,Cowlitz,62,55.7,Medicare and Medicaid,3,2,4,4,4.2991,0.01971,146,0,0,1,1,3,22,44,95,3,5,4,PD
2050,395266,BEAVER VALLEY HEALTHCARE AND REHABILITATION CENTER,257 GEORGETOWN ROAD,BEAVER FALLS,PA,15010,7248468200,Beaver,120,112.8,Medicare and Medicaid,2,2,4,2,3.06638,0.05501,60,0,1,0,0,7,20,42,15,6,5,4,FP
2051,455944,FOCUSED CARE AT CLARKSVILLE,2407 WEST MAIN STREET,CLARKSVILLE,TX,75426,9034273821,Red River,120,51.6,Medicare and Medicaid,3,4,4,1,3.12227,0.00679,33.333,0,0,0,0,9,41,41,75,4,5,4,PD
2052,375388,"MIAMI NURSING CENTER, LLC",1100 EAST STREET NORTHEAST,MIAMI,OK,74354,9185423335,Ottawa,82,66.8,Medicare and Medicaid,3,3,2,3,3.33427,0.00391,62.667,0,2,0,0,9,33,23,75,8,5,2,FP
2053,335386,THE GRAND REHABILITATION AND NURSING AT MOHAWK,99 SIXTH AVENUE,ILION,NY,13357,3158954050,Herkimer,120,109.7,Medicare and Medicaid,1,1,3,2,3.47263,0.12257,129.833,1,7,2,2,3,14,32,15,8,5,3,FP
2054,675144,TRINITY NURSING AND REHABILITATION OF BURLESON LP,600 MAPLE ST,BURLESON,TX,76028,8172958118,Johnson,120,60.1,Medicare and Medicaid,3,5,1,1,2.94239,0.03542,13.333,0,0,0,0,8,59,11,75,4,5,1,No
2055,305066,SAINT VINCENT REHABILITATION & NURSING CENTER,29 PROVIDENCE AVENUE,BERLIN,NH,3570,6037521820,Coos,80,70.1,Medicare and Medicaid,4,3,5,3,4.24037,0.07433,,0,0,0,0,6,32,53,35,6,,5,No
2056,445455,AMERICAN HEALTH COMMUNITIES OF CLARKSVILLE,900 PROFESSIONAL PARK DRIVE,CLARKSVILLE,TN,37040,9315523002,Montgomery,113,104.8,Medicare and Medicaid,2,2,4,3,3.38087,0.11114,25.333,3,4,0,0,9,23,43,35,5,5,4,FP
2057,425413,SPRENGER HEALTH CARE OF PORT ROYAL,1810 RICHMOND AVENUE,PORT ROYAL,SC,29935,8437817700,Beaufort,65,34.4,Medicare,4,4,3,4,5.17982,0.19805,11.2,0,0,0,0,8,41,34,25,3,,3,FP
2058,395250,HOLY FAMILY MANOR,1200 SPRING STREET,BETHLEHEM,PA,18018,6108655595,Northampton,208,150.1,Medicare and Medicaid,4,3,5,3,3.74054,0.05318,35.333,1,0,0,0,6,37,53,15,5,5,5,GP
2059,345408,BRIAN CENTER SOUTHPOINT,6000 FAYETTEVILLE ROAD,DURHAM,NC,27713,9195449021,Durham,140,115.4,Medicare and Medicaid,4,3,5,3,3.84986,0.23258,19.333,0,2,0,0,9,38,53,25,4,5,5,FP
2060,345345,ACCORDIUS HEALTH AT MONROE,204 OLD HIGHWAY 74 EAST,MONROE,NC,28112,7048000601,Union,60,39.7,Medicare and Medicaid,1,1,2,3,3.53526,0.05668,70.167,0,27,0,0,7,15,23,25,4,5,2,PD
2061,465096,CANYON RIM CARE CENTER,2730 EAST 3300 SOUTH,SALT LAKE CITY,UT,84109,8014870896,Salt Lake,90,60.2,Medicare and Medicaid,2,1,5,4,3.9665,0.03736,103.5,0,3,0,0,8,19,54,85,9,5,5,No
2062,365362,GREEN HILLS CENTER,6557 US 68 SOUTH,WEST LIBERTY,OH,43357,9374655065,Logan,99,83.3,Medicare and Medicaid,5,4,5,3,3.85888,0.05555,15.333,0,0,0,0,9,48,53,45,6,,5,PD
2063,676255,FORT WORTH TRANSITIONAL CARE CENTER,850 12TH AVENUE,FORT WORTH,TX,76104,8178828289,Tarrant,136,99.5,Medicare and Medicaid,4,3,5,2,3.46725,0,53.333,1,0,0,0,8,13,52,76,5,,5,PD
2064,455699,AVALON PLACE WHARTON,1405 VALHALLA DR,WHARTON,TX,77488,9795321244,Wharton,120,77.3,Medicare and Medicaid,1,1,2,1,3.0108,0.00447,140.833,7,14,0,1,9,10,21,75,9,5,2,PD
2065,555313,THE REHABILITATION CENTER OF OAKLAND,210 40TH STREET WAY,OAKLAND,CA,94611,5106582041,Alameda,70,61.7,Medicare and Medicaid,4,3,2,5,3.81286,0.02497,61.333,10,14,0,0,5,38,25,95,7,5,2,FP
2066,455804,NORTHGATE HEALTH AND REHABILITATION CENTER,5757 N KNOLL,SAN ANTONIO,TX,78240,2106998535,Bexar,115,66.7,Medicare and Medicaid,1,1,4,1,3.41205,0.02583,,1,18,0,0,2,14,41,75,1,5,4,PD
2067,475039,RUTLAND HEALTHCARE AND REHABILITATION CENTER,46 NICHOLS STREET,RUTLAND,VT,5701,8027752941,Rutland,123,79.2,Medicare and Medicaid,3,2,5,3,3.92229,0.04289,28.667,3,1,0,0,8,29,53,55,3,,5,FP
2068,335442,CHAMPLAIN VALLEY PHYSICIANS HOSP MED CTR S N F,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,5185627760,Clinton,95,34.7,Medicare and Medicaid,3,2,4,5,5.32652,0.15899,28,2,1,0,0,5,23,45,15,4,,4,PD
2069,345184,CITADEL ELIZABETH CITY LLC,901 SOUTH HALSTEAD BOULEVARD,ELIZABETH CITY,NC,27909,2523380137,Pasquotank,108,67.7,Medicare and Medicaid,2,2,4,2,3.30127,0.04833,62,0,12,1,1,2,23,42,25,8,5,4,No
2070,505264,AVAMERE AT PACIFIC RIDGE,3625 EAST B STREET,TACOMA,WA,98404,2534752507,Pierce,102,94.9,Medicare and Medicaid,4,4,2,3,,0.02246,72.667,5,1,2,2,2,45,23,95,6,,2,No
2071,115275,"A.G. RHODES HOME, INC, THE","350 BOULVARD, S.E.",ATLANTA,GA,30312,4046886731,Fulton,138,130.5,Medicare and Medicaid,2,2,4,2,4.31516,0.06833,24.667,0,0,0,0,4,23,42,35,7,5,4,FP
2072,525571,BORNEMANN NURSING HOME,226 BORNEMANN ST,GREEN BAY,WI,54302,9204688675,Brown,127,45.3,Medicare and Medicaid,2,1,4,5,4.50784,0.07257,181.5,9,15,0,1,9,15,45,55,7,5,4,FP
2073,335279,MAYFAIR CARE CENTER,100 BALDWIN ROAD,HEMPSTEAD,NY,11550,5165387171,Nassau,200,188.3,Medicare and Medicaid,3,2,5,2,2.90293,0.08535,39.333,7,0,1,1,5,29,52,15,7,5,5,GP
2074,335196,SILVER LAKE SPECIALIZED REHAB AND CARE CENTER,275 CASTLETON AVENUE,STATEN ISLAND,NY,10301,7184477800,Richmond,278,215.2,Medicare and Medicaid,1,1,4,2,3.77976,0.05353,62,0,2,1,1,7,17,42,15,9,,4,FP
2075,365579,CARROLL HEALTHCARE CENTER INC,648 LONGHORN STREET,CARROLLTON,OH,44615,3306275501,Carroll,77,58.7,Medicare and Medicaid,3,2,5,3,3.745,0.0433,82.833,0,4,1,1,3,27,53,45,7,,5,PD
2076,435038,TEKAKWITHA LIVING CENTER,6 E CHESTNUT,SISSETON,SD,57262,6056987693,Roberts,50,44.7,Medicare and Medicaid,1,1,4,3,2.94152,0.02892,60,1,1,0,0,6,19,43,55,3,,4,No
2077,445448,SIGNATURE HEALTHCARE OF CLARKSVILLE,198 OLD FARMER ROAD,CLARKSVILLE,TN,37043,9313582900,Montgomery,120,79.6,Medicare and Medicaid,5,4,5,2,3.44146,0.12075,8.667,0,0,0,0,9,44,52,35,4,5,5,PD
2078,525717,WI VETERANS HM MACARTHUR HALL,N2665 CTY RD QQ,KING,WI,54946,7152585586,Waupaca,116,81.7,Medicare and Medicaid,5,4,5,5,4.09106,0.01286,16,0,0,0,0,7,40,55,55,1,5,5,PD
2079,315392,JOB HAINES HOME FOR AGED PEOPL,250 BLOOMFIELD AVE,BLOOMFIELD,NJ,7003,9737430792,Essex,40,36.6,Medicare and Medicaid,5,4,4,5,6.31148,0.28902,9.333,0,1,1,1,9,43,45,75,9,,4,No
2080,505463,SUNRISE VIEW CONVALESCENT CTR,2520 MADISON,EVERETT,WA,98203,4253534040,Snohomish,59,42.2,Medicare and Medicaid,5,3,5,4,4.579,0.04783,114.667,7,2,0,0,4,35,54,95,6,,5,FP
2081,375144,COTTONWOOD CREEK SKILLED NURSING & THERAPY,2300 IOWA AVENUE,CHICKASHA,OK,73023,4052246456,Grady,120,59.4,Medicare and Medicaid,5,5,3,2,3.78997,0.00999,18,0,0,0,0,4,57,32,75,4,5,3,FP
2082,375189,THE WILSHIRE SKILLED NURSING AND THERAPY,505 EAST WILSHIRE BLVD,OKLAHOMA CITY,OK,73105,4054780531,Oklahoma,56,37,Medicare and Medicaid,3,4,1,3,3.73095,0.00597,20.667,0,0,0,0,4,47,49,75,8,,1,GP
2083,115296,LENBROOK,"3747 PEACHTREE ROAD, NE",ATLANTA,GA,30319,4042333000,De Kalb,60,54.1,Medicare,4,4,4,4,6.40969,0,12.667,0,2,0,0,4,1,44,35,9,5,4,FP
2084,365603,MERCY FRANCISCAN AT WEST PARK,2950 WEST PARK DRIVE,CINCINNATI,OH,45238,5134518900,Hamilton,125,113.6,Medicare and Medicaid,4,2,5,4,3.88547,0.0513,57.333,0,1,0,0,5,28,54,45,1,,5,PD
2085,395797,LANDIS HOMES,1001 EAST OREGON ROAD,LITITZ,PA,17543,7175693271,Lancaster,103,99.1,Medicare and Medicaid,5,5,5,5,4.81728,0.09845,10.667,0,0,0,0,7,58,55,15,9,,5,No
2086,555333,LINCOLN MEADOWS CARE CENTER,1550 THIRD STREET,LINCOLN,CA,95648,9166457761,Placer,97,85.5,Medicare and Medicaid,3,3,3,3,3.98042,0.22742,66.167,3,8,0,0,9,39,33,95,3,,3,FP
2087,335426,FRANKLIN CENTER FOR REHABILITATION AND NURSING,142 27 FRANKLIN AVENUE,FLUSHING,NY,11355,7186703400,Queens,320,314.5,Medicare and Medicaid,3,2,5,2,3.36428,0.11798,36.333,0,0,1,1,7,23,52,15,3,5,5,No
2088,365408,ARBORS AT DELAWARE,2270 WARRENSBURG ROAD,DELAWARE,OH,43015,7403699614,Delaware,99,80,Medicare and Medicaid,4,3,5,3,3.39627,0.05857,43.333,1,5,0,0,7,33,78,45,4,5,5,PD
2089,335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,5165628008,Nassau,256,235.9,Medicare and Medicaid,5,4,5,5,5.59108,0.40477,8,0,0,0,0,5,45,55,15,2,5,5,FP
2090,555088,FIDELITY HEALTH CARE,11210 LOWER AZUSA RD.,EL MONTE,CA,91731,6264426863,Los Angeles,90,77,Medicare and Medicaid,2,1,5,2,4.02193,0.19838,124.333,3,7,3,4,6,10,68,95,8,,5,PD
2091,365879,CITYVIEW HEALTHCARE AND REHABILITATION,6606 CARNEGIE AVE,CLEVELAND,OH,44103,2163611414,Cuyahoga,150,129.2,Medicare and Medicaid,1,1,4,1,,0,128.667,1,12,1,1,2,13,41,45,7,,4,FP
2092,365601,HARMONY CENTER FOR REHABILITATION AND HEALING,164 OFFICE PARK DRIVE,XENIA,OH,45385,9374194500,Greene,99,62.5,Medicare and Medicaid,1,1,1,1,2.4248,0.01104,147.333,0,11,0,2,9,14,11,45,9,5,1,FP
2093,365563,AUTUMNWOOD NURSING & REHAB CENTER,275 EAST SUNSET DRIVE,RITTMAN,OH,44270,3309272060,Wayne,75,55.6,Medicare and Medicaid,5,4,5,2,3.53454,0.04349,16.667,0,0,0,0,3,45,52,45,6,5,5,No
2094,525271,"ALDEN ESTATES OF COUNTRYSIDE, INC",1130 COLLINS ROAD,JEFFERSON,WI,53549,9206743170,Jefferson,111,102,Medicare and Medicaid,2,1,5,3,3.22526,0.05858,199.333,0,22,2,2,9,12,91,55,7,5,5,PD
2095,395577,PREMIER WASHINGTON REHABILITATION AND NURSING CTR,36 OLD HICKORY RIDGE RD,WASHINGTON,PA,15301,7242285010,Washington,288,248.5,Medicare and Medicaid,2,2,2,2,3.42422,0.03852,52,0,22,0,1,7,24,22,15,7,5,2,FP
2096,335344,CHASEHEALTH REHAB AND RESIDENTIAL CARE,ONE TERRACE HEIGHTS,NEW BERLIN,NY,13411,6078477000,Chenango,80,71.6,Medicare and Medicaid,3,3,3,2,3.07096,0.07864,16,1,1,0,0,6,30,32,15,4,,3,FP
2097,365796,WESTPARK NEUROLOGY AND REHABILITATION CENTER,4401 W 150TH STREET,CLEVELAND,OH,44135,2162527555,Cuyahoga,143,116,Medicare and Medicaid,1,1,3,1,3.48699,0.01294,89.667,1,10,1,2,2,14,26,45,9,5,3,GP
2098,396123,CONTINUING CARE  AT MARIS GROVE,500 MARIS GROVE WAY,GLEN MILLS,PA,19342,6103874700,Delaware,66,62.4,Medicare and Medicaid,5,4,4,5,4.86423,0.07666,20,0,0,0,0,6,48,45,16,6,,4,FP
2099,335538,CONCORD NURSING AND REHABILITATION CENTER,300 MADISON STREET,BROOKLYN,NY,11216,7186367500,Kings,140,135.2,Medicare and Medicaid,3,2,5,2,3.82285,0.10858,37.333,1,0,0,0,7,28,52,15,3,,5,PD
2100,555816,LAWNDALE HEALTHCARE & WELLNESS CENTRE LLC,15100 S PRAIRIE,LAWNDALE,CA,90260,3106793344,Los Angeles,59,53.9,Medicare and Medicaid,3,2,5,2,3.91293,0.17519,88.667,14,15,0,0,3,29,52,95,6,5,5,No
2101,366166,BRETHREN CARE VILLAGE HEALTH CARE CENTER,2000 CENTER ST,ASHLAND,OH,44805,4192891585,Ashland,99,82.7,Medicare and Medicaid,4,3,5,3,4.04544,0.03778,,0,1,0,0,4,30,53,46,6,5,5,FP
2102,515058,MAPLESHIRE NURSING AND REHABILITATION CENTER,30 MON GENERAL DRIVE,MORGANTOWN,WV,26505,3042852720,Monongalia,120,113.8,Medicare and Medicaid,4,4,3,4,4.83498,0.07919,33.333,0,1,1,1,3,48,34,25,5,5,3,No
2103,345160,DAVIS HEALTH CARE CENTER,1011 PORTERS NECK ROAD,WILMINGTON,NC,28411,9106867195,New Hanover,105,99.3,Medicare and Medicaid,4,3,5,3,4.73246,0.19068,,0,2,0,0,9,37,53,25,6,,5,PD
2104,435089,GOOD SAMARITAN SOCIETY CORSICA,455 NORTH DAKOTA,CORSICA,SD,57328,6059465467,Douglas,50,43.4,Medicare and Medicaid,3,2,4,4,3.18216,0.02289,31.333,0,0,0,0,6,21,44,55,8,5,4,FP
2105,335683,ABSOLUT CTR FOR NURSING & REHAB WESTFIELD L L C,26 CASS STREET,WESTFIELD,NY,14787,7163264646,Chautauqua,120,111.9,Medicare and Medicaid,3,2,5,2,3.2479,0.14513,35.333,1,5,0,0,7,22,52,15,8,,5,PD
2106,395442,MANORCARE HEALTH SERVICES-YORK NORTH,1770 BARLEY ROAD,YORK,PA,17408,7177676530,York,161,151.3,Medicare and Medicaid,3,2,5,2,3.09296,0.0543,86,0,4,0,0,7,20,52,15,4,5,5,FP
2107,445440,GALLAWAY HEALTH AND REHAB,435 OLD BROWNSVILLE RD,GALLAWAY,TN,38036,9018678575,Fayette,104,94.5,Medicare and Medicaid,1,1,2,1,3.21243,0.03641,57.333,0,3,2,2,9,12,21,35,4,,2,FP
2108,525408,MIDDLE RIVER HCC,8274 E SAN RD,SOUTH RANGE,WI,54874,7153983523,Douglas,86,67,Medicare and Medicaid,4,3,3,4,3.89559,0.07887,24.667,2,0,0,0,7,38,78,55,4,,3,No
2109,365431,JENKINS MEMORIAL HEALTH FACILITY,142 JENKINS MEMORIAL ROAD,WELLSTON,OH,45692,7403842119,Jackson,59,52.4,Medicare and Medicaid,1,2,1,3,4.09725,0.02044,54,0,0,0,0,7,20,13,45,3,,1,GER
2110,395418,BROOKLINE MANOR AND REHABILITATIVE SERVICES,2 MANOR BOULEVARD,MIFFLINTOWN,PA,17059,7174362178,Juniata,85,80.1,Medicare and Medicaid,1,1,4,2,3.25762,0.07279,102.667,5,11,0,0,7,12,42,15,8,5,4,FP
2111,365238,WAPAKONETA MANOR,1010 LINCOLN AVE,WAPAKONETA,OH,45895,4197383711,Auglaize,90,78.2,Medicare and Medicaid,5,4,5,3,3.54206,0.0539,24,0,1,0,0,4,45,53,45,3,5,5,PD
2112,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,378 SYOSSET WOODBURY ROAD,WOODBURY,NY,11797,5169213900,Nassau,606,555,Medicare and Medicaid,2,1,5,2,3.8465,0.31736,56.667,1,8,0,0,5,18,55,15,5,5,5,GP
2113,396088,"MAPLE WINDS HEALTHCARE AND REHABILITATION, LLC",4112 SPRING HILL ROAD,PORTAGE,PA,15946,8147366006,Cambria,50,44.7,Medicare and Medicaid,3,2,5,3,3.90902,0.11676,87.667,0,2,0,0,8,29,53,16,8,5,5,FP
2114,525483,ELLSWORTH HEALTH SERVICES,403 N MAPLE ST,ELLSWORTH,WI,54011,7152735821,Pierce,60,33.1,Medicare and Medicaid,4,3,3,4,3.45454,0.02902,32,0,0,0,0,7,34,34,55,8,5,3,PD
2115,315336,"GARDENS AT MONROE HEALTHCARE AND REHABILITATION, T",189 APPLEGARTH ROAD,MONROE TOWNSHIP,NJ,8831,6094487036,Middlesex,136,99.4,Medicare and Medicaid,4,2,5,4,3.88789,0.05852,23.333,0,0,0,0,6,28,54,85,3,5,5,PD
2116,305061,CRESTWOOD CENTER,40 CROSBY STREET,MILFORD,NH,3055,6036737061,Hillsborough,82,75.4,Medicare and Medicaid,2,2,3,3,3.37644,0.05124,16,0,1,0,0,6,23,33,35,6,5,3,FP
2117,375155,KINGWOOD SKILLED NURSING AND THERAPY,1921 NORTHEAST 21ST STREET,OKLAHOMA CITY,OK,73111,4054241449,Oklahoma,105,82.4,Medicare and Medicaid,3,3,4,2,3.29204,,49.667,0,2,0,1,4,32,42,75,5,5,4,No
2118,385260,MARQUIS HOPE VILLAGE,1577 S IVY,CANBY,OR,97013,5032665541,Clackamas,50,46.8,Medicare and Medicaid,5,4,4,5,4.62268,0.11404,36,0,5,1,1,5,46,45,95,6,,4,PD
2119,345288,"COMPASS HEALTHCARE AND REHAB ROWAN, LLC",1404 S SALISBURY AVENUE,SPENCER,NC,28159,7046333892,Rowan,70,66.2,Medicare and Medicaid,1,2,4,1,2.65587,0.0504,59.333,0,14,1,1,7,26,41,25,8,5,4,FP
2120,345506,WHITESTONE  A MASONIC AND EASTERN STAR COMMUNITY,700 SOUTH HOLDEN ROAD,GREENSBORO,NC,27407,3362990031,Guilford,60,59.2,Medicare and Medicaid,5,4,5,5,6.74587,0,8.667,0,6,0,0,3,13,55,25,6,5,5,PD
2121,315510,BRIDGEWAY CARE AND REHAB CENTER AT HILLSBOROUGH,395 AMWELL ROAD,HILLSBOROUGH,NJ,8844,9082814400,Somerset,126,120.5,Medicare and Medicaid,2,1,5,5,5.07318,0.21885,246.333,0,6,2,2,9,10,55,85,1,5,5,FP
2122,285282,JEFFERSON COMMUNITY HEALTH & LIFE GARDENSIDE,"P O BOX 277, 2200 NORTH H STREET",FAIRBURY,NE,68352,4027295220,Jefferson,39,38.4,Medicare and Medicaid,5,4,5,5,3.79841,,,0,0,0,0,4,47,55,65,8,5,5,PD
2123,445358,"LAKEBRIDGE, A WATERS COMMUNITY, LLC",115 WOODLAWN DRIVE,JOHNSON CITY,TN,37604,4239750095,Washington,109,89,Medicare and Medicaid,3,2,5,2,3.27569,0.02931,23.333,2,6,0,0,4,22,48,35,5,,5,No
2124,345053,PETTIGREW REHABILITATION CENTER,1515 W PETTIGREW STREET,DURHAM,NC,27705,9192860751,Durham,96,82.1,Medicare and Medicaid,3,3,5,1,3.33481,0.11677,27.333,0,3,0,0,9,33,51,25,5,5,5,No
2125,495237,VIRGINIA BEACH HEALTHCARE AND REHAB CENTER,1801 CAMELOT DRIVE,VIRGINIA BEACH,VA,23454,7574813500,Virginia Beach City,180,167.1,Medicare and Medicaid,2,3,4,1,3.20308,0.11351,50.667,0,4,0,0,7,32,41,25,3,,4,FP
2126,505070,LIFE CARE CENTER OF RICHLAND,44 GOETHALS DRIVE,RICHLAND,WA,99352,5099431117,Benton,104,49.7,Medicare and Medicaid,4,3,4,4,4.21274,0.2007,116,4,13,4,5,5,32,44,95,7,,4,FP
2127,395624,ROLLING MEADOWS,107 CURRY ROAD,WAYNESBURG,PA,15370,7246273153,Greene,121,103,Medicare and Medicaid,4,4,3,2,3.43596,0.04922,15.333,0,2,0,0,7,44,74,15,1,,3,GP
2128,335090,ELIZABETH CHURCH MANOR NURSING HOME,863 FRONT STREET,BINGHAMTON,NY,13905,6077223463,Broome,120,117.5,Medicare and Medicaid,4,2,5,4,,0.04418,24,1,0,0,0,6,29,54,15,9,,5,FP
2129,395347,FREY VILLAGE,1020 NORTH UNION STREET,MIDDLETOWN,PA,17057,7179440451,Dauphin,136,128.8,Medicare and Medicaid,3,2,5,3,,0.04046,88.167,1,0,1,1,7,29,53,15,4,5,5,PD
2130,676454,VIBRALIFE OF KATY REHABILITATION CENTER,1222 PARK WEST GREEN DRIVE,KATY,TX,77493,3467626300,Harris,70,31.9,Medicare and Medicaid,2,1,4,4,5.12035,,,4,9,1,1,3,11,44,76,5,5,4,No
2131,366198,GOLDEN YEARS NURSING CENTER,2436 OLD OXFORD ROAD,HAMILTON,OH,45013,5138930471,Butler,70,62.8,Medicare and Medicaid,4,4,2,2,,0.02174,28,0,0,0,0,5,43,22,46,9,5,2,FP
2132,395015,BRIGHTON REHABILITATION AND WELLNESS CENTER,246 FRIENDSHIP CIRCLE,BEAVER,PA,15009,7247757100,Beaver,589,492.2,Medicare and Medicaid,2,1,5,2,3.51479,0.03902,274,3,41,3,3,7,15,52,15,5,,5,GIM
2133,335164,HUMBOLDT HOUSE REHABILITATION AND NURSING CENTER,64 HAGER STREET,BUFFALO,NY,14208,7168864377,Erie,173,157.9,Medicare and Medicaid,1,1,4,2,2.89805,0.08137,70,2,5,1,1,7,18,42,15,6,5,4,PD
2134,395961,PHILADELPHIA PROTESTANT HOME,700 E GILHAM ST,PHILADELPHIA,PA,19111,2156978000,Philadelphia,126,115.2,Medicare and Medicaid,4,3,5,3,4.37647,0.10592,42,1,0,0,0,2,33,53,15,6,5,5,FP
2135,425175,MAGNOLIA PLACE - SPARTANBURG,8020 WHITE AVENUE,SPARTANBURG,SC,29303,8645428515,Spartanburg,120,114,Medicare and Medicaid,2,2,4,2,3.46475,0.04627,58,6,0,0,0,8,24,85,25,7,5,4,PD
